Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,GHI,Solar Zenith Angle,Temperature,Pressure,Relative Humidity,Precipitable Water,Wind Direction,Wind Speed
2008,1,1,0,0,0,0,0,0,0.85,0,0,0,169.5540302,14.85,911,40,1.496063005,177,4
2008,1,1,0,30,0,0,0,1,0.85,0,0,0,175.7868393,13.85,911,42,1.496063005,177,4
2008,1,1,1,0,0,0,0,0,0.85,0,0,0,175.5741487,12.85,913,45,1.496063005,179,4
2008,1,1,1,30,0,0,0,0,0.85,0,0,0,169.2935177,11.85,913,48,1.496063005,180,4
2008,1,1,2,0,0,0,0,1,1.85,0,0,0,162.6047298,11.85,913,50,1.496063005,180,4
2008,1,1,2,30,0,0,0,3,0.85,0,0,0,155.8561699,10.85,909,53,1.496063005,113,4
2008,1,1,3,0,0,0,0,3,0.85,0,0,0,149.1010866,9.85,914,55,1.496063005,125,4
2008,1,1,3,30,0,0,0,3,1.85,0,0,0,142.3591846,9.85,914,58,1.496063005,125,4
2008,1,1,4,0,0,0,0,3,1.85,0,0,0,135.642693,8.85,916,60,1.496063005,126,4
2008,1,1,4,30,0,0,0,1,1.85,0,0,0,128.9620514,7.85,916,63,1.535433084,31,4
2008,1,1,5,0,0,0,0,1,1.85,0,0,0,122.3278557,7.85,916,65,1.535433084,31,4
2008,1,1,5,30,0,0,0,4,1.85,0,0,0,115.751866,6.85,913,69,1.535433084,35,4
2008,1,1,6,0,0,0,0,1,0.85,0,0,0,109.2477828,6.85,917,68,1.496063005,33,4
2008,1,1,6,30,0,0,0,4,0.85,0,0,0,102.8320435,6.85,917,65,1.417322848,34,4
2008,1,1,7,0,0,0,0,4,-0.15,0,0,0,96.52476602,6.85,919,61,1.338582691,34,4
2008,1,1,7,30,0,0,0,-15,-1.15,0,0,0,90.34843224,6.85,919,58,1.299212612,35,4
2008,1,1,8,0,39,288,67,-15,-2.15,30,2,30,84.34128004,6.85,919,55,1.220472455,35,4
2008,1,1,8,30,61,558,172,3,-2.15,73,25,78,78.53722994,6.85,916,53,1.181102376,38,4
2008,1,1,9,0,77,703,283,4,-3.15,75,0,75,72.98819051,6.85,919,49,1.102362219,37,4
2008,1,1,9,30,89,792,389,4,-4.15,75,0,75,67.75865855,6.85,920,46,1.023622062,37,4
2008,1,1,10,0,98,852,486,3,-4.15,130,0,130,62.92986327,6.85,920,43,0.984251983,38,4
2008,1,1,10,30,105,892,570,3,-5.15,127,0,127,58.60228677,6.85,920,40,0.905511826,40,4
2008,1,1,11,0,110,922,640,3,-6.15,200,12,207,54.8957483,6.85,920,37,0.826771669,40,4
2008,1,1,11,30,114,941,694,3,-7.15,193,8,198,51.94431811,6.85,922,33,0.78740159,41,4
2008,1,1,12,0,117,953,731,4,-8.15,187,6,191,49.88294545,6.85,922,32,0.748031512,41,4
2008,1,1,12,30,119,960,751,4,-8.15,191,7,196,48.82499289,6.85,922,31,0.708661433,44,4
2008,1,1,13,0,118,961,751,4,-8.15,242,17,254,48.83596853,6.85,922,30,0.669291355,45,4
2008,1,1,13,30,117,958,734,4,-9.15,271,34,292,49.91517667,6.85,922,29,0.669291355,47,4
2008,1,1,14,0,114,947,698,4,-9.15,258,33,278,51.99592621,6.85,920,29,0.629921276,48,4
2008,1,1,14,30,111,930,645,4,-10.15,260,60,295,54.96416625,6.85,920,28,0.629921276,51,4
2008,1,1,15,0,106,905,576,4,-10.15,229,55,258,58.68477798,6.85,920,27,0.590551198,52,4
2008,1,1,15,30,98,868,492,4,-10.15,210,188,295,63.02388391,6.85,920,26,0.590551198,54,4
2008,1,1,16,0,88,816,396,4,-10.15,167,212,247,67.86203093,6.85,920,26,0.551181119,57,4
2008,1,1,16,30,75,736,289,4,-10.15,101,461,235,73.09914016,6.85,920,25,0.551181119,60,4
2008,1,1,17,0,55,616,176,-15,-11.15,73,357,143,78.65435054,6.85,920,24,0.51181104,61,4
2008,1,1,17,30,42,284,69,-15,-11.15,56,0,56,84.46346843,6.85,920,23,0.51181104,64,4
2008,1,1,18,0,0,0,0,1,-11.15,0,0,0,90.47475664,6.85,920,23,0.472440962,67,4
2008,1,1,18,30,0,0,0,1,-11.15,0,0,0,96.65475275,6.85,920,24,0.51181104,71,4
2008,1,1,19,0,0,0,0,1,-11.15,0,0,0,102.9650731,5.85,920,25,0.51181104,75,3
