Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,GHI,Solar Zenith Angle,Temperature,Pressure,Relative Humidity,Precipitable Water,Wind Direction,Wind Speed
2012,1,1,0,0,0,0,0,4,-0.15,0,0,0,169.5522212,19.85,906,22,1.141732298,220,1
2012,1,1,0,30,0,0,0,7,-0.15,0,0,0,175.7842636,18.85,908,22,1.141732298,238,1
2012,1,1,1,0,0,0,0,4,-0.15,0,0,0,175.5732881,18.85,908,22,1.102362219,259,1
2012,1,1,1,30,0,0,0,4,-0.15,0,0,0,169.2937244,18.85,908,22,1.102362219,274,1
2012,1,1,2,0,0,0,0,4,-1.15,0,0,0,162.6051422,18.85,908,22,1.102362219,285,1
2012,1,1,2,30,0,0,0,0,-1.15,0,0,0,155.8566266,17.85,900,23,1.062992141,293,1
2012,1,1,3,0,0,0,0,0,-1.15,0,0,0,149.1015299,17.85,908,22,1.062992141,306,1
2012,1,1,3,30,0,0,0,3,-1.15,0,0,0,142.359586,17.85,909,22,1.062992141,315,1
2012,1,1,4,0,0,0,0,0,-2.15,0,0,0,135.6430347,17.85,909,22,1.023622062,322,2
2012,1,1,4,30,0,0,0,0,-2.15,0,0,0,128.9623202,17.85,909,22,1.023622062,326,2
2012,1,1,5,0,0,0,0,0,-2.15,0,0,0,122.3280403,16.85,909,22,1.023622062,330,2
2012,1,1,5,30,0,0,0,4,-2.15,0,0,0,115.7519555,16.85,902,23,0.984251983,334,2
2012,1,1,6,0,0,0,0,7,-2.15,0,0,0,109.247766,16.85,909,23,1.023622062,337,2
2012,1,1,6,30,0,0,0,7,-1.15,0,0,0,102.8319084,16.85,911,25,1.102362219,224,2
2012,1,1,7,0,0,0,0,0,-1.15,0,0,0,96.5244992,16.85,911,27,1.141732298,228,3
2012,1,1,7,30,0,0,0,-15,-0.15,0,0,0,90.34799837,15.85,911,29,1.220472455,232,3
2012,1,1,8,0,39,252,64,-15,-0.15,38,103,48,84.34069694,15.85,913,31,1.259842534,235,3
2012,1,1,8,30,66,513,168,8,-0.15,81,224,125,78.53646604,15.85,905,33,1.299212612,215,3
2012,1,1,9,0,84,660,278,8,0.85,128,168,177,72.98722252,15.85,913,35,1.377952769,241,3
2012,1,1,9,30,98,752,383,7,0.85,173,127,221,67.75746262,15.85,914,37,1.456692927,242,4
2012,1,1,10,0,109,813,479,7,1.85,214,117,267,62.92841545,15.85,914,39,1.496063005,244,4
2012,1,1,10,30,117,856,563,8,1.85,199,20,210,58.60056556,14.85,914,41,1.574803162,163,4
2012,1,1,11,0,123,885,632,3,1.85,245,37,267,54.89373917,14.85,916,42,1.614173241,164,4
2012,1,1,11,30,128,905,685,3,2.85,241,22,254,51.9420198,14.85,916,45,1.692913398,166,5
2012,1,1,12,0,131,917,722,3,2.85,120,0,120,49.88037672,14.85,916,45,1.692913398,167,5
2012,1,1,12,30,133,923,741,3,2.85,147,1,148,48.82219628,14.85,916,46,1.692913398,170,4
2012,1,1,13,0,133,923,741,3,2.85,236,15,246,48.83300747,13.85,916,46,1.65354332,81,4
2012,1,1,13,30,132,917,722,3,2.85,315,92,374,49.91212513,13.85,916,47,1.65354332,84,4
2012,1,1,14,0,128,906,686,3,1.85,144,0,144,51.99285526,13.85,916,47,1.65354332,86,4
2012,1,1,14,30,124,885,633,3,2.85,127,0,127,54.96113372,13.85,916,48,1.614173241,89,4
2012,1,1,15,0,119,857,564,3,1.85,134,0,134,58.68182447,12.85,916,48,1.614173241,92,4
2012,1,1,15,30,110,815,480,3,1.85,101,0,101,63.02103399,12.85,917,49,1.574803162,31,4
2012,1,1,16,0,100,754,384,3,1.85,162,51,182,67.85929682,12.85,917,49,1.574803162,35,3
2012,1,1,16,30,85,665,278,3,1.85,116,20,122,73.0965256,12.85,917,49,1.535433084,40,3
2012,1,1,17,0,63,524,166,-15,1.85,73,0,73,78.65185384,11.85,917,50,1.535433084,44,3
2012,1,1,17,30,45,187,63,-15,1.85,28,0,28,84.46108386,11.85,917,50,1.535433084,48,3
2012,1,1,18,0,0,0,0,3,1.85,0,0,0,90.47246695,11.85,917,50,1.496063005,51,3
2012,1,1,18,30,0,0,0,3,0.85,0,0,0,96.65258528,11.85,917,50,1.456692927,52,3
2012,1,1,19,0,0,0,0,3,0.85,0,0,0,102.9630018,10.85,917,50,1.417322848,52,3
2012,1,1,19,30,0,0,0,4,0.85,0,0,0,109.3814605,10.85,917,49,1.417322848,54,3
2012,1,1,20,0,0,0,0,4,0.85,0,0,0,115.8879184,10.85,917,49,1.377952769,54,3
2012,1,1,20,30,0,0,0,4,-0.15,0,0,0,122.4659861,10.85,917,49,1.338582691,54,2
2012,1,1,21,0,0,0,0,1,-0.15,0,0,0,129.101983,10.85,917,49,1.338582691,54,2
